,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,dummy,checking_account_status_cat,credit_history_cat,purpose_cat,savings_account_balance_cat,time_employed_yrs_cat,gender_status_cat,other_signators_cat,property_cat,other_credit_outstanding_cat,home_ownership_cat,job_category_cat,telephone_cat,foreign_worker_cat
120,< 0 DM,33,critical account - other non-bank loans,furniture/equipment,4281,500 - 1000 DM,1 - 4 years,1,female-divorced/separated/married,none,4,car or other,23,none,own,2,skilled,1,none,yes,1,1.0,1,1,5,1,0,0,2,1,1,1,1,0,1
121,0 - 200 DM,12,critical account - other non-bank loans,car (new),2366,500 - 1000 DM,4 - 7 years,3,male-divorced/separated,none,3,car or other,36,none,own,1,highly skilled,1,yes,yes,0,1.0,0,1,1,1,1,1,2,1,1,1,0,1,1
122,< 0 DM,21,current loans paid,radio/television,1835,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,real estate,25,none,own,2,skilled,1,yes,yes,1,1.0,1,2,7,2,0,0,2,2,1,1,1,1,1
123,none,24,critical account - other non-bank loans,car (used),3868,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,2,car or other,41,none,rent,2,highly skilled,1,yes,yes,0,1.0,3,1,2,2,3,0,2,1,1,2,0,1,1
124,none,12,current loans paid,furniture/equipment,1768,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,24,none,rent,1,unskilled-resident,1,none,yes,0,1.0,3,2,5,2,0,3,2,2,1,2,3,0,1
125,> 200 DM or salary assignment,10,critical account - other non-bank loans,car (new),781,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,63,none,for free,2,skilled,1,yes,yes,0,1.0,2,1,1,2,3,3,2,3,1,0,1,1,1
126,0 - 200 DM,18,current loans paid,furniture/equipment,1924,unknown/none,< 1 year,4,female-divorced/separated/married,none,3,real estate,27,none,rent,1,skilled,1,none,yes,1,1.0,0,2,5,4,2,0,2,2,1,2,1,0,1
127,< 0 DM,12,critical account - other non-bank loans,car (new),2121,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,30,none,own,2,skilled,1,none,yes,0,1.0,1,1,1,2,0,3,2,0,1,1,1,0,1
128,< 0 DM,12,current loans paid,radio/television,701,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,real estate,40,none,own,1,unskilled-resident,1,none,yes,0,1.0,1,2,7,2,0,2,2,2,1,1,3,0,1
129,0 - 200 DM,12,current loans paid,repairs,639,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,30,none,own,1,skilled,1,none,yes,1,1.0,0,2,8,2,0,3,2,1,1,1,1,0,1
130,0 - 200 DM,12,critical account - other non-bank loans,car (used),1860,< 100 DM,unemployed,4,male-single,none,2,car or other,34,none,own,2,highly skilled,1,yes,yes,0,1.0,0,1,2,2,4,3,2,1,1,1,0,1,1
131,< 0 DM,12,critical account - other non-bank loans,car (new),3499,< 100 DM,1 - 4 years,3,female-divorced/separated/married,co-applicant,2,real estate,29,none,own,2,skilled,1,none,yes,1,1.0,1,1,1,2,0,0,0,2,1,1,1,0,1
132,0 - 200 DM,48,current loans paid,car (new),8487,unknown/none,4 - 7 years,1,female-divorced/separated/married,none,2,car or other,24,none,own,1,skilled,1,none,yes,0,1.0,0,2,1,4,1,0,2,1,1,1,1,0,1
133,< 0 DM,36,past payment delays,education,6887,< 100 DM,1 - 4 years,4,male-single,none,3,building society savings/life insurance,29,stores,own,1,skilled,1,yes,yes,1,1.0,1,4,4,2,0,3,2,0,2,1,1,1,1
134,none,15,current loans paid,furniture/equipment,2708,< 100 DM,< 1 year,2,male-single,none,3,building society savings/life insurance,27,bank,own,2,unskilled-resident,1,none,yes,0,1.0,3,2,5,2,2,3,2,0,0,1,3,0,1
135,none,18,current loans paid,furniture/equipment,1984,< 100 DM,1 - 4 years,4,male-single,none,4,unknown-none,47,bank,for free,2,skilled,1,none,yes,0,1.0,3,2,5,2,0,3,2,3,0,0,1,0,1
136,none,60,current loans paid,radio/television,10144,100 - 500 DM,4 - 7 years,2,female-divorced/separated/married,none,4,real estate,21,none,own,1,skilled,1,yes,yes,0,1.0,3,2,7,0,1,0,2,2,1,1,1,1,1
137,none,12,critical account - other non-bank loans,radio/television,1240,unknown/none,>= 7 years,4,female-divorced/separated/married,none,2,real estate,38,none,own,2,skilled,1,yes,yes,0,1.0,3,1,7,4,3,0,2,2,1,1,1,1,1
138,none,27,past payment delays,car (used),8613,>= 1000 DM,1 - 4 years,2,male-single,none,2,car or other,27,none,own,2,skilled,1,none,yes,0,1.0,3,4,2,3,0,3,2,1,1,1,1,0,1
139,0 - 200 DM,12,current loans paid,radio/television,766,500 - 1000 DM,1 - 4 years,4,male-single,none,3,real estate,66,none,own,1,unskilled-resident,1,none,yes,1,1.0,0,2,7,1,0,3,2,2,1,1,3,0,1
140,0 - 200 DM,15,critical account - other non-bank loans,radio/television,2728,unknown/none,4 - 7 years,4,male-single,guarantor,2,real estate,35,bank,own,3,skilled,1,yes,yes,0,1.0,0,1,7,4,1,3,1,2,0,1,1,1,1
141,> 200 DM or salary assignment,12,current loans paid,radio/television,1881,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,44,none,rent,1,unskilled-resident,1,yes,yes,0,1.0,2,2,7,2,0,0,2,1,1,2,3,1,1
142,> 200 DM or salary assignment,6,current loans paid,car (new),709,>= 1000 DM,< 1 year,2,male-married/widowed,none,2,real estate,27,none,own,1,unemployed-unskilled-non-resident,1,none,no,0,1.0,2,2,1,3,2,2,2,2,1,1,2,0,0
143,0 - 200 DM,36,current loans paid,radio/television,4795,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,unknown-none,30,none,own,1,highly skilled,1,yes,yes,0,1.0,0,2,7,2,2,0,2,3,1,1,0,1,1
144,< 0 DM,27,current loans paid,radio/television,3416,< 100 DM,1 - 4 years,3,male-single,none,2,car or other,27,none,own,1,highly skilled,1,none,yes,0,1.0,1,2,7,2,0,3,2,1,1,1,0,0,1
145,< 0 DM,18,current loans paid,furniture/equipment,2462,< 100 DM,1 - 4 years,2,male-single,none,2,car or other,22,none,own,1,skilled,1,none,yes,1,1.0,1,2,5,2,0,3,2,1,1,1,1,0,1
146,none,21,critical account - other non-bank loans,furniture/equipment,2288,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,23,none,own,1,skilled,1,yes,yes,0,1.0,3,1,5,2,2,0,2,0,1,1,1,1,1
147,0 - 200 DM,48,all loans at bank paid,business,3566,100 - 500 DM,4 - 7 years,4,male-single,none,2,car or other,30,none,own,1,skilled,1,none,yes,0,1.0,0,0,0,0,1,3,2,1,1,1,1,0,1
148,< 0 DM,6,critical account - other non-bank loans,car (new),860,< 100 DM,>= 7 years,1,female-divorced/separated/married,none,4,unknown-none,39,none,own,2,skilled,1,yes,yes,0,1.0,1,1,1,2,3,0,2,3,1,1,1,1,1
149,none,12,critical account - other non-bank loans,car (new),682,100 - 500 DM,4 - 7 years,4,female-divorced/separated/married,none,3,car or other,51,none,own,2,skilled,1,yes,yes,0,1.0,3,1,1,0,1,0,2,1,1,1,1,1,1
150,< 0 DM,36,critical account - other non-bank loans,furniture/equipment,5371,< 100 DM,1 - 4 years,3,male-single,guarantor,2,building society savings/life insurance,28,none,own,2,skilled,1,none,yes,0,1.0,1,1,5,2,0,3,1,0,1,1,1,0,1
151,none,18,critical account - other non-bank loans,radio/television,1582,>= 1000 DM,>= 7 years,4,male-single,none,4,car or other,46,none,own,2,skilled,1,none,yes,0,1.0,3,1,7,3,3,3,2,1,1,1,1,0,1
152,none,6,current loans paid,radio/television,1346,100 - 500 DM,>= 7 years,2,male-single,none,4,unknown-none,42,bank,for free,1,skilled,2,yes,yes,0,1.0,3,2,7,0,3,3,2,3,0,0,1,1,1
153,none,10,current loans paid,radio/television,1924,< 100 DM,1 - 4 years,1,male-single,none,4,building society savings/life insurance,38,none,own,1,skilled,1,yes,no,0,1.0,3,2,7,2,0,3,2,0,1,1,1,1,0
154,> 200 DM or salary assignment,36,current loans paid,radio/television,5848,< 100 DM,1 - 4 years,4,male-single,none,1,car or other,24,none,own,1,skilled,1,none,yes,0,1.0,2,2,7,2,0,3,2,1,1,1,1,0,1
155,0 - 200 DM,24,critical account - other non-bank loans,car (used),7758,>= 1000 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,29,none,rent,1,skilled,1,none,yes,0,1.0,0,1,2,3,3,0,2,3,1,2,1,0,1
156,0 - 200 DM,24,past payment delays,business,6967,100 - 500 DM,4 - 7 years,4,male-single,none,4,car or other,36,none,rent,1,highly skilled,1,yes,yes,0,1.0,0,4,0,0,1,3,2,1,1,2,0,1,1
157,< 0 DM,12,current loans paid,furniture/equipment,1282,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,20,none,rent,1,skilled,1,none,yes,1,1.0,1,2,5,2,0,0,2,1,1,2,1,0,1
158,< 0 DM,9,critical account - other non-bank loans,repairs,1288,100 - 500 DM,>= 7 years,3,male-single,guarantor,4,real estate,48,none,own,2,skilled,2,none,no,0,1.0,1,1,8,0,3,3,1,2,1,1,1,0,0
159,< 0 DM,12,all loans at bank paid,retraining,339,< 100 DM,>= 7 years,4,male-married/widowed,none,1,car or other,45,bank,own,1,unskilled-resident,1,none,yes,0,1.0,1,0,9,2,3,2,2,1,0,1,3,0,1
160,0 - 200 DM,24,current loans paid,car (new),3512,100 - 500 DM,4 - 7 years,2,male-single,none,3,car or other,38,bank,own,2,skilled,1,yes,yes,0,1.0,0,2,1,0,1,3,2,1,0,1,1,1,1
161,none,6,critical account - other non-bank loans,radio/television,1898,unknown/none,1 - 4 years,1,male-single,none,2,real estate,34,none,own,2,unskilled-resident,2,none,yes,0,1.0,3,1,7,4,0,3,2,2,1,1,3,0,1
162,none,24,critical account - other non-bank loans,radio/television,2872,100 - 500 DM,>= 7 years,3,male-single,none,4,real estate,36,none,own,1,skilled,2,yes,yes,0,1.0,3,1,7,0,3,3,2,2,1,1,1,1,1
163,none,18,critical account - other non-bank loans,car (new),1055,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,building society savings/life insurance,30,none,own,2,skilled,1,none,yes,0,1.0,3,1,1,2,2,0,2,0,1,1,1,0,1
164,none,15,current loans paid,domestic appliances,1262,500 - 1000 DM,4 - 7 years,4,male-single,none,3,building society savings/life insurance,36,none,own,2,skilled,1,yes,yes,0,1.0,3,2,3,1,1,3,2,0,1,1,1,1,1
165,0 - 200 DM,10,current loans paid,car (new),7308,< 100 DM,unemployed,2,male-single,none,4,unknown-none,70,bank,for free,1,highly skilled,1,yes,yes,0,1.0,0,2,1,2,4,3,2,3,0,0,0,1,1
166,none,36,current loans paid,car (new),909,500 - 1000 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,36,none,own,1,skilled,1,none,yes,0,1.0,3,2,1,1,3,3,2,0,1,1,1,0,1
167,none,6,current loans paid,furniture/equipment,2978,500 - 1000 DM,1 - 4 years,1,male-single,none,2,car or other,32,none,own,1,skilled,1,yes,yes,0,1.0,3,2,5,1,0,3,2,1,1,1,1,1,1
168,< 0 DM,18,current loans paid,furniture/equipment,1131,< 100 DM,unemployed,4,female-divorced/separated/married,none,2,car or other,33,none,own,1,skilled,1,none,yes,1,1.0,1,2,5,2,4,0,2,1,1,1,1,0,1
169,0 - 200 DM,11,current loans paid,furniture/equipment,1577,>= 1000 DM,< 1 year,4,female-divorced/separated/married,none,1,real estate,20,none,own,1,skilled,1,none,yes,0,1.0,0,2,5,3,2,0,2,2,1,1,1,0,1
170,none,24,current loans paid,furniture/equipment,3972,< 100 DM,4 - 7 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,25,none,rent,1,skilled,1,yes,yes,0,1.0,3,2,5,2,1,0,2,0,1,2,1,1,1
171,0 - 200 DM,24,critical account - other non-bank loans,business,1935,< 100 DM,>= 7 years,4,male-divorced/separated,none,4,real estate,31,none,own,2,skilled,1,yes,yes,1,1.0,0,1,0,2,3,1,2,2,1,1,1,1,1
172,< 0 DM,15,no credit - paid,car (new),950,< 100 DM,>= 7 years,4,male-single,none,3,car or other,33,none,rent,2,skilled,2,none,yes,1,1.0,1,3,1,2,3,3,2,1,1,2,1,0,1
173,none,12,current loans paid,furniture/equipment,763,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,1,real estate,26,none,own,1,skilled,1,yes,yes,0,1.0,3,2,5,2,0,0,2,2,1,1,1,1,1
174,0 - 200 DM,24,past payment delays,furniture/equipment,2064,< 100 DM,unemployed,3,female-divorced/separated/married,none,2,building society savings/life insurance,34,none,own,1,highly skilled,1,yes,yes,1,1.0,0,4,5,2,4,0,2,0,1,1,0,1,1
175,0 - 200 DM,8,current loans paid,radio/television,1414,< 100 DM,1 - 4 years,4,male-single,guarantor,2,real estate,33,none,own,1,skilled,1,none,no,0,1.0,0,2,7,2,0,3,1,2,1,1,1,0,0
176,< 0 DM,21,past payment delays,education,3414,< 100 DM,< 1 year,2,male-single,none,1,building society savings/life insurance,26,none,own,2,skilled,1,none,yes,1,1.0,1,4,4,2,2,3,2,0,1,1,1,0,1
177,none,30,all loans at bank paid,car (used),7485,unknown/none,unemployed,4,female-divorced/separated/married,none,1,real estate,53,bank,own,1,highly skilled,1,yes,yes,1,1.0,3,0,2,4,4,0,2,2,0,1,0,1,1
178,< 0 DM,12,current loans paid,furniture/equipment,2577,< 100 DM,1 - 4 years,2,male-divorced/separated,none,1,car or other,42,none,own,1,skilled,1,none,yes,0,1.0,1,2,5,2,0,1,2,1,1,1,1,0,1
179,< 0 DM,6,critical account - other non-bank loans,radio/television,338,500 - 1000 DM,>= 7 years,4,male-single,none,4,car or other,52,none,own,2,skilled,1,none,yes,0,1.0,1,1,7,1,3,3,2,1,1,1,1,0,1
180,none,12,current loans paid,radio/television,1963,< 100 DM,4 - 7 years,4,male-single,none,2,car or other,31,none,rent,2,highly skilled,2,yes,yes,0,1.0,3,2,7,2,1,3,2,1,1,2,0,1,1
181,< 0 DM,21,critical account - other non-bank loans,car (new),571,< 100 DM,>= 7 years,4,male-single,none,4,real estate,65,none,own,2,skilled,1,none,yes,0,1.0,1,1,1,2,3,3,2,2,1,1,1,0,1
182,none,36,past payment delays,business,9572,< 100 DM,< 1 year,1,male-divorced/separated,none,1,car or other,28,none,own,2,skilled,1,none,yes,1,1.0,3,4,0,2,2,1,2,1,1,1,1,0,1
183,0 - 200 DM,36,past payment delays,business,4455,< 100 DM,1 - 4 years,2,male-divorced/separated,none,2,real estate,30,stores,own,2,highly skilled,1,yes,yes,1,1.0,0,4,0,2,0,1,2,2,2,1,0,1,1
184,< 0 DM,21,all loans at bank paid,car (new),1647,unknown/none,1 - 4 years,4,male-single,none,2,building society savings/life insurance,40,none,own,2,unskilled-resident,2,none,yes,1,1.0,1,0,1,4,0,3,2,0,1,1,3,0,1
185,none,24,critical account - other non-bank loans,furniture/equipment,3777,>= 1000 DM,1 - 4 years,4,male-single,none,4,real estate,50,none,own,1,skilled,1,yes,yes,0,1.0,3,1,5,3,0,3,2,2,1,1,1,1,1
186,0 - 200 DM,18,critical account - other non-bank loans,car (new),884,< 100 DM,>= 7 years,4,male-single,none,4,car or other,36,bank,own,1,skilled,2,yes,yes,1,1.0,0,1,1,2,3,3,2,1,0,1,1,1,1
187,none,15,critical account - other non-bank loans,radio/television,1360,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,31,none,own,2,skilled,1,none,yes,0,1.0,3,1,7,2,0,3,2,0,1,1,1,0,1
188,0 - 200 DM,9,all loans at bank paid,car (used),5129,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,74,bank,for free,1,highly skilled,2,yes,yes,1,1.0,0,0,2,2,3,0,2,3,0,0,0,1,1
189,0 - 200 DM,16,critical account - other non-bank loans,car (new),1175,< 100 DM,unemployed,2,male-single,none,3,car or other,68,none,for free,3,unemployed-unskilled-non-resident,1,yes,yes,0,1.0,0,1,1,2,4,3,2,1,1,0,2,1,1
190,< 0 DM,12,current loans paid,radio/television,674,100 - 500 DM,4 - 7 years,4,male-married/widowed,none,1,building society savings/life insurance,20,none,own,1,skilled,1,none,yes,1,1.0,1,2,7,0,1,2,2,0,1,1,1,0,1
191,0 - 200 DM,18,no credit - paid,furniture/equipment,3244,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,4,car or other,33,bank,own,2,skilled,1,yes,yes,0,1.0,0,3,5,2,0,0,2,1,0,1,1,1,1
192,none,24,current loans paid,business,4591,>= 1000 DM,1 - 4 years,2,male-single,none,3,building society savings/life insurance,54,none,own,3,highly skilled,1,yes,yes,1,1.0,3,2,0,3,0,3,2,0,1,1,0,1,1
193,0 - 200 DM,48,no credit - paid,business,3844,100 - 500 DM,4 - 7 years,4,male-single,none,4,unknown-none,34,none,for free,1,unskilled-resident,2,none,yes,1,1.0,0,3,0,0,1,3,2,3,1,0,3,0,1
194,0 - 200 DM,27,current loans paid,business,3915,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,36,none,own,1,skilled,2,yes,yes,1,1.0,0,2,0,2,0,3,2,1,1,1,1,1,1
195,none,6,current loans paid,radio/television,2108,< 100 DM,4 - 7 years,2,male-married/widowed,none,2,real estate,29,none,rent,1,skilled,1,none,yes,0,1.0,3,2,7,2,1,2,2,2,1,2,1,0,1
196,0 - 200 DM,45,current loans paid,radio/television,3031,100 - 500 DM,1 - 4 years,4,male-single,guarantor,4,building society savings/life insurance,21,none,rent,1,skilled,1,none,yes,1,1.0,0,2,7,0,0,3,1,0,1,2,1,0,1
197,0 - 200 DM,9,critical account - other non-bank loans,education,1501,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,3,car or other,34,none,own,2,highly skilled,1,yes,yes,1,1.0,0,1,4,2,3,0,2,1,1,1,0,1,1
198,none,6,critical account - other non-bank loans,radio/television,1382,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,1,car or other,28,none,own,2,skilled,1,yes,yes,0,1.0,3,1,7,2,0,0,2,1,1,1,1,1,1
199,0 - 200 DM,12,current loans paid,furniture/equipment,951,100 - 500 DM,< 1 year,4,female-divorced/separated/married,none,4,car or other,27,bank,rent,4,skilled,1,none,yes,1,1.0,0,2,5,0,2,0,2,1,0,2,1,0,1
200,0 - 200 DM,24,current loans paid,car (used),2760,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,36,bank,for free,1,skilled,1,yes,yes,0,1.0,0,2,2,4,3,3,2,3,0,0,1,1,1
201,0 - 200 DM,18,past payment delays,furniture/equipment,4297,< 100 DM,>= 7 years,4,male-divorced/separated,none,3,unknown-none,40,none,own,1,highly skilled,1,yes,yes,1,1.0,0,4,5,2,3,1,2,3,1,1,0,1,1
202,none,9,critical account - other non-bank loans,education,936,500 - 1000 DM,>= 7 years,4,male-single,none,2,car or other,52,none,own,2,skilled,1,yes,yes,0,1.0,3,1,4,1,3,3,2,1,1,1,1,1,1
203,< 0 DM,12,current loans paid,car (new),1168,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,27,none,own,1,unskilled-resident,1,none,yes,0,1.0,1,2,1,2,0,2,2,2,1,1,3,0,1
204,none,27,past payment delays,business,5117,< 100 DM,4 - 7 years,3,male-single,none,4,car or other,26,none,own,2,skilled,1,none,yes,0,1.0,3,4,0,2,1,3,2,1,1,1,1,0,1
205,< 0 DM,12,current loans paid,retraining,902,< 100 DM,4 - 7 years,4,male-married/widowed,none,4,building society savings/life insurance,21,none,rent,1,skilled,1,none,yes,1,1.0,1,2,9,2,1,2,2,0,1,2,1,0,1
206,none,12,critical account - other non-bank loans,car (new),1495,< 100 DM,>= 7 years,4,male-single,none,1,real estate,38,none,own,2,unskilled-resident,2,none,yes,0,1.0,3,1,1,2,3,3,2,2,1,1,3,0,1
207,< 0 DM,30,critical account - other non-bank loans,car (used),10623,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,38,none,for free,3,highly skilled,2,yes,yes,0,1.0,1,1,2,2,3,3,2,3,1,0,0,1,1
208,none,12,critical account - other non-bank loans,furniture/equipment,1935,< 100 DM,>= 7 years,4,male-single,none,4,real estate,43,none,own,3,skilled,1,yes,yes,0,1.0,3,1,5,2,3,3,2,2,1,1,1,1,1
209,0 - 200 DM,12,critical account - other non-bank loans,domestic appliances,1424,< 100 DM,4 - 7 years,4,male-single,none,3,building society savings/life insurance,26,none,own,1,skilled,1,none,yes,0,1.0,0,1,3,2,1,3,2,0,1,1,1,0,1
210,< 0 DM,24,current loans paid,business,6568,< 100 DM,1 - 4 years,2,male-married/widowed,none,2,car or other,21,stores,own,1,unskilled-resident,1,none,yes,0,1.0,1,2,0,2,0,2,2,1,2,1,3,0,1
211,none,12,current loans paid,car (used),1413,>= 1000 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,55,none,own,1,skilled,1,none,no,0,1.0,3,2,2,3,1,3,2,0,1,1,1,0,0
212,none,9,critical account - other non-bank loans,radio/television,3074,unknown/none,1 - 4 years,1,male-single,none,2,real estate,33,none,own,2,skilled,2,none,yes,0,1.0,3,1,7,4,0,3,2,2,1,1,1,0,1
213,none,36,current loans paid,radio/television,3835,unknown/none,>= 7 years,2,female-divorced/separated/married,none,4,real estate,45,none,own,1,unskilled-resident,1,yes,yes,0,1.0,3,2,7,4,3,0,2,2,1,1,3,1,1
214,< 0 DM,27,no credit - paid,business,5293,< 100 DM,unemployed,2,male-single,none,4,building society savings/life insurance,50,stores,own,2,skilled,1,yes,yes,1,1.0,1,3,0,2,4,3,2,0,2,1,1,1,1
215,> 200 DM or salary assignment,30,past payment delays,business,1908,< 100 DM,>= 7 years,4,male-single,none,4,real estate,66,none,own,1,highly skilled,1,yes,yes,1,1.0,2,4,0,2,3,3,2,2,1,1,0,1,1
216,none,36,critical account - other non-bank loans,radio/television,3342,unknown/none,>= 7 years,4,male-single,none,2,car or other,51,none,own,1,skilled,1,yes,yes,0,1.0,3,1,7,4,3,3,2,1,1,1,1,1,1
217,0 - 200 DM,6,critical account - other non-bank loans,retraining,932,unknown/none,4 - 7 years,1,female-divorced/separated/married,none,3,building society savings/life insurance,39,none,own,2,unskilled-resident,1,none,yes,0,1.0,0,1,9,4,1,0,2,0,1,1,3,0,1
218,< 0 DM,18,no credit - paid,business,3104,< 100 DM,4 - 7 years,3,male-single,none,1,building society savings/life insurance,31,bank,own,1,skilled,1,yes,yes,0,1.0,1,3,0,2,1,3,2,0,0,1,1,1,1
219,> 200 DM or salary assignment,36,current loans paid,radio/television,3913,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,23,none,own,1,skilled,1,yes,yes,0,1.0,2,2,7,2,0,3,2,2,1,1,1,1,1
220,< 0 DM,24,current loans paid,furniture/equipment,3021,< 100 DM,1 - 4 years,2,male-divorced/separated,none,2,real estate,24,none,rent,1,unskilled-resident,1,none,yes,0,1.0,1,2,5,2,0,1,2,2,1,2,3,0,1
221,none,10,current loans paid,car (new),1364,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,64,none,own,1,skilled,1,yes,yes,0,1.0,3,2,1,2,0,0,2,1,1,1,1,1,1
222,0 - 200 DM,12,current loans paid,radio/television,625,< 100 DM,< 1 year,4,male-married/widowed,guarantor,1,real estate,26,bank,own,1,unskilled-resident,1,none,yes,0,1.0,0,2,7,2,2,2,1,2,0,1,3,0,1
